,date,decision,opponent,opponent_0,opponent_0_br_id,opponent_br_id,result,title_fight,venue,w-l-d,alias_x,birth name_x,birth place_x,born_x,bouts_x,br_id_x,career_x,debut_x,division_x,draws_x,height_x,losses_x,manager/agent_x,name_x,nationality_x,promoter_x,reach_x,residence_x,rounds_x,sex_x,stance_x,status_x,titles held_x,wins_x,alias_y,birth name_y,birth place_y,born_y,bouts_y,br_id_y,career_y,debut_y,division_y,draws_y,height_y,losses_y,manager/agent_y,name_y,nationality_y,promoter_y,reach_y,residence_y,rounds_y,sex_y,stance_y,status_y,titles held_y,wins_y
148,2011-04-07,L,Kazuyuki Yamao,Tsuyoshi Naito,549063,312239,UD,FALSE,Korakuen Hall,0 1 1,,,"Asaka, Saitama, Japan",,13,549063,,2010-09-20,super feather,4,,5,,Tsuyoshi Naito,Japan,,,"Tokyo, Japan",42,male,orthodox,,,4,,,,,,,,,,,,,,,,,,,,,,,,
149,2011-04-07,L,Kazuyuki Yamao,Tsuyoshi Naito,549063,312239,UD,FALSE,Korakuen Hall,0 1 1,,,"Asaka, Saitama, Japan",,13,549063,,2010-09-20,super feather,4,,5,,Tsuyoshi Naito,Japan,,,"Tokyo, Japan",42,male,orthodox,,,4,,,,,,,,,,,,,,,,,,,,,,,,
150,2010-09-20,W,Takahiro Sato,Tsuyoshi Naito,549063,540975,TKO,,"Super Arena, Saitama",1 0 0,,,"Asaka, Saitama, Japan",,13,549063,,2010-09-20,super feather,4,,5,,Tsuyoshi Naito,Japan,,,"Tokyo, Japan",42,male,orthodox,,,4,,,,,,,,,,,,,,,,,,,,,,,,
151,2010-09-20,W,Takahiro Sato,Tsuyoshi Naito,549063,540975,TKO,,"Super Arena, Saitama",1 0 0,,,"Asaka, Saitama, Japan",,13,549063,,2010-09-20,super feather,4,,5,,Tsuyoshi Naito,Japan,,,"Tokyo, Japan",42,male,orthodox,,,4,,,,,,,,,,,,,,,,,,,,,,,,
152,2019-10-31,W,Ikuma Tanigawa,Takahiro Nakatsuka,846449,814707,UD,FALSE,Korakuen Hall,1 2 2,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
153,2019-10-31,W,Ikuma Tanigawa,Takahiro Nakatsuka,846449,814707,UD,FALSE,Korakuen Hall,1 2 2,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
154,2019-04-05,L,Daiki Takeuchi,Takahiro Nakatsuka,846449,829275,MD,FALSE,Korakuen Hall,1 1 0,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
155,2019-04-05,L,Daiki Takeuchi,Takahiro Nakatsuka,846449,829275,MD,FALSE,Korakuen Hall,1 1 0,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
156,2018-12-13,W,Ryota Tsuchiya,Takahiro Nakatsuka,846449,846448,UD,FALSE,Korakuen Hall,1 0 0,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
157,2018-12-13,W,Ryota Tsuchiya,Takahiro Nakatsuka,846449,846448,UD,FALSE,Korakuen Hall,1 0 0,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
158,2018-08-16,L,Ryota Tsuchiya,Takahiro Nakatsuka,846449,846448,SD,,Korakuen Hall,debut,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
159,2018-08-16,L,Ryota Tsuchiya,Takahiro Nakatsuka,846449,846448,SD,,Korakuen Hall,debut,,,"Tokyo, Japan",1999-03-01  / age 20,4,846449,,2018-08-16,feather,0,,2,,Takahiro Nakatsuka,Japan,,,"Tokyo, Japan",16,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
160,2019-05-04,L,Shinta Aihara,Rostislav O,853413,662630,UD,FALSE,Korakuen Hall,2 3 0,,,"Bishkek, Kyrgyzstan",1991-05-13  / age 28,2,853413,,2018-10-06,bantam,0,,2,,Rostislav O,Kyrgyzstan,,,"Tokyo, Japan",8,male,orthodox,,,0,,,,,,,,,,,,,,,,,,,,,,,,
161,2019-05-04,L,Shinta Aihara,Rostislav O,853413,662630,UD,FALSE,Korakuen Hall,2 3 0,,,"Bishkek, Kyrgyzstan",1991-05-13  / age 28,2,853413,,2018-10-06,bantam,0,,2,,Rostislav O,Kyrgyzstan,,,"Tokyo, Japan",8,male,orthodox,,,0,,,,,,,,,,,,,,,,,,,,,,,,
162,2019-05-04,L,Shinta Aihara,Rostislav O,853413,662630,UD,FALSE,Korakuen Hall,2 3 0,,,"Bishkek, Kyrgyzstan",1991-05-13  / age 28,2,853413,,2018-10-06,bantam,0,,2,,Rostislav O,Kyrgyzstan,,,"Tokyo, Japan",8,male,orthodox,,,0,,,,,,,,,,,,,,,,,,,,,,,,
163,2018-10-06,L,Takayoshi Suzuki,Rostislav O,853413,802457,TD,,Korakuen Hall,1 1 1,,,"Bishkek, Kyrgyzstan",1991-05-13  / age 28,2,853413,,2018-10-06,bantam,0,,2,,Rostislav O,Kyrgyzstan,,,"Tokyo, Japan",8,male,orthodox,,,0,,,"Nagoya, Aichi, Japan",1998-02-17  / age 21,7,802457,,2017-07-01,super bantam,1,,1,,Takayoshi Suzuki,Japan,,,"Tokyo, Japan",26,male,orthodox,,,5
164,2018-10-06,L,Takayoshi Suzuki,Rostislav O,853413,802457,TD,,Korakuen Hall,1 1 1,,,"Bishkek, Kyrgyzstan",1991-05-13  / age 28,2,853413,,2018-10-06,bantam,0,,2,,Rostislav O,Kyrgyzstan,,,"Tokyo, Japan",8,male,orthodox,,,0,,,"Nagoya, Aichi, Japan",1998-02-17  / age 21,7,802457,,2017-07-01,super bantam,1,,1,,Takayoshi Suzuki,Japan,,,"Tokyo, Japan",26,male,orthodox,,,5
165,2018-10-06,L,Takayoshi Suzuki,Rostislav O,853413,802457,TD,,Korakuen Hall,1 1 1,,,"Bishkek, Kyrgyzstan",1991-05-13  / age 28,2,853413,,2018-10-06,bantam,0,,2,,Rostislav O,Kyrgyzstan,,,"Tokyo, Japan",8,male,orthodox,,,0,,,"Nagoya, Aichi, Japan",1998-02-17  / age 21,7,802457,,2017-07-01,super bantam,1,,1,,Takayoshi Suzuki,Japan,,,"Tokyo, Japan",26,male,orthodox,,,5
166,2019-04-05,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,TKO,FALSE,Korakuen Hall,7 1 1,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
167,2019-04-05,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,TKO,FALSE,Korakuen Hall,7 1 1,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
168,2019-04-05,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,TKO,FALSE,Korakuen Hall,7 1 1,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
169,2019-04-05,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,TKO,FALSE,Korakuen Hall,7 1 1,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
170,2018-03-13,L,Suthat Kalalek,Yamato Fujinaka,537308,650727,UD,FALSE,Korakuen Hall,10 7 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,Kajornsak Saikaew Boxing Camp,,"Ubon Ratchathani, Thailand",1995-05-12  / age 24,25,650727,,2012-12-03,heavy,0,5′ 7″ / 170cm,11,,Suthat Kalalek,Thailand,,,"Bangkok, Thailand",121,male,orthodox,,,14
171,2018-03-13,L,Suthat Kalalek,Yamato Fujinaka,537308,650727,UD,FALSE,Korakuen Hall,10 7 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,Kajornsak Saikaew Boxing Camp,,"Ubon Ratchathani, Thailand",1995-05-12  / age 24,25,650727,,2012-12-03,heavy,0,5′ 7″ / 170cm,11,,Suthat Kalalek,Thailand,,,"Bangkok, Thailand",121,male,orthodox,,,14
172,2016-03-16,W,Sumate Poomglao,Yamato Fujinaka,537308,746360,TKO,FALSE,Korakuen Hall,debut,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
173,2016-03-16,W,Sumate Poomglao,Yamato Fujinaka,537308,746360,TKO,FALSE,Korakuen Hall,debut,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
174,2015-11-18,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,UD,FALSE,Korakuen Hall,4 0 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
175,2015-11-18,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,UD,FALSE,Korakuen Hall,4 0 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
176,2015-11-18,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,UD,FALSE,Korakuen Hall,4 0 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
177,2015-11-18,L,Ryu Ueda*,Yamato Fujinaka,537308,686774,UD,FALSE,Korakuen Hall,4 0 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,"Tokyo, Japan",1992-06-09  / age 27,10,686774,,2014-05-03,heavy,1,,1,,Ryu Ueda,Japan,,,"Tokyo, Japan",35,male,southpaw,,,8
178,2015-05-29,W,Thattadet Saraban,Yamato Fujinaka,537308,657350,TKO,FALSE,Korakuen Hall,0 2 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
179,2015-05-29,W,Thattadet Saraban,Yamato Fujinaka,537308,657350,TKO,FALSE,Korakuen Hall,0 2 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
180,2015-03-13,W,Ki Nam Kim,Yamato Fujinaka,537308,429161,UD,FALSE,Korakuen Hall,4 6 3,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
181,2015-03-13,W,Ki Nam Kim,Yamato Fujinaka,537308,429161,UD,FALSE,Korakuen Hall,4 6 3,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
182,2013-04-21,W,Kyung Hak Lee,Yamato Fujinaka,537308,566472,MD,FALSE,Korakuen Hall,3 1 1,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
183,2013-04-21,W,Kyung Hak Lee,Yamato Fujinaka,537308,566472,MD,FALSE,Korakuen Hall,3 1 1,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
184,2012-12-16,W,Masa Takezo,Yamato Fujinaka,537308,536261,TKO,FALSE,Korakuen Hall,3 2 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
185,2012-12-16,W,Masa Takezo,Yamato Fujinaka,537308,536261,TKO,FALSE,Korakuen Hall,3 2 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
186,2012-11-04,W,Mammoth Ueta,Yamato Fujinaka,537308,552559,SD,FALSE,Korakuen Hall,0 3 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
187,2012-11-04,W,Mammoth Ueta,Yamato Fujinaka,537308,552559,SD,FALSE,Korakuen Hall,0 3 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
188,2011-05-07,L,Taka Shirasaka,Yamato Fujinaka,537308,352288,MD,FALSE,"Prefectural Gymnasium, Osaka",2 3 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
189,2011-05-07,L,Taka Shirasaka,Yamato Fujinaka,537308,352288,MD,FALSE,"Prefectural Gymnasium, Osaka",2 3 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
190,2011-04-02,W,Mammoth Ueta,Yamato Fujinaka,537308,552559,UD,FALSE,Korakuen Hall,0 1 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
191,2011-04-02,W,Mammoth Ueta,Yamato Fujinaka,537308,552559,UD,FALSE,Korakuen Hall,0 1 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
192,2010-12-05,L,Masa Takezo,Yamato Fujinaka,537308,536261,UD,FALSE,"IMP Hall, Osaka",0 1 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
193,2010-12-05,L,Masa Takezo,Yamato Fujinaka,537308,536261,UD,FALSE,"IMP Hall, Osaka",0 1 0,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
194,2010-05-19,L,Himawari Masa,Yamato Fujinaka,537308,537307,TKO,,Korakuen Hall,debut,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
195,2010-05-19,L,Himawari Masa,Yamato Fujinaka,537308,537307,TKO,,Korakuen Hall,debut,,,"Miyazaki, Miyazaki, Japan",1985-09-02  / age 34,13,537308,,2010-05-19,heavy,0,,6,,Yamato Fujinaka,Japan,,,"Tokyo, Japan",54,male,orthodox,,,7,,,,,,,,,,,,,,,,,,,,,,,,
196,2019-08-06,L,Yuichi Baba,Retsu Matsuda,779259,378965,TKO,FALSE,Korakuen Hall,2 4 0,,,"Tokyo, Japan",1997-12-11  / age 21,8,779259,,2016-11-08,minimum,1,,5,,Retsu Matsuda,Japan,,,"Tokyo, Japan",26,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
197,2019-08-06,L,Yuichi Baba,Retsu Matsuda,779259,378965,TKO,FALSE,Korakuen Hall,2 4 0,,,"Tokyo, Japan",1997-12-11  / age 21,8,779259,,2016-11-08,minimum,1,,5,,Retsu Matsuda,Japan,,,"Tokyo, Japan",26,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
198,2019-08-06,L,Yuichi Baba,Retsu Matsuda,779259,378965,TKO,FALSE,Korakuen Hall,2 4 0,,,"Tokyo, Japan",1997-12-11  / age 21,8,779259,,2016-11-08,minimum,1,,5,,Retsu Matsuda,Japan,,,"Tokyo, Japan",26,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
199,2019-05-18,D,Yuji Hirai,Retsu Matsuda,779259,841102,MD,FALSE,Sumida City Gymnasium,3 0 0,,,"Tokyo, Japan",1997-12-11  / age 21,8,779259,,2016-11-08,minimum,1,,5,,Retsu Matsuda,Japan,,,"Tokyo, Japan",26,male,orthodox,,,2,,,,,,,,,,,,,,,,,,,,,,,,
